MAL_ID,Name,Score,Genres,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked
35250,Urahara,5.79,"Comedy, Fantasy, Psychological, Sci-Fi",TV,12,"VAP, Sotsu, bilibili, Crunchyroll SC Anime Fund",Funimation,"Shirogumi, EMT Squared",Web manga,23 min. per ep.,PG-13 - Teens 13 or older,8878.0
35252,Hatena☆Illusion,5.37,"Comedy, Supernatural, Romance, Ecchi",TV,12,"Shueisha, bilibili, Bandai Namco Arts",Funimation,Children's Playground Entertainment,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,10001.0
35330,Poputepipikku,7.27,"Comedy, Dementia, Parody",TV,12,King Records,"Funimation, Sentai Filmworks",Kamikaze Douga,4-koma manga,12 min. per ep.,PG-13 - Teens 13 or older,2459.0
35334,ClassicaLoid 2nd Season,6.5,"Music, Comedy",TV,25,"NHK, Bandai Namco Pictures",Sentai Filmworks,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,5876.0
35346,Cinderella Girls Gekijou: Kayou Cinderella Theater,6.46,"Comedy, Slice of Life",ONA,13,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",Crunchyroll,"Gathering, Lesprit",4-koma manga,1 min. per ep.,PG-13 - Teens 13 or older,6093.0
35376,Himouto! Umaru-chan R,7.36,"Comedy, School, Seinen, Slice of Life",TV,12,"AT-X, Flex Comix, TOHO animation, Good Smile Company, Shueisha, bilibili, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2061.0
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.94,"Music, Sports",Special,1,Avex Pictures,Funimation,MAPPA,Original,2 min.,PG-13 - Teens 13 or older,631.0
35413,Imouto sae Ireba Ii.,7.38,"Comedy, Romance",TV,12,"Bandai Visual, Lantis, Shochiku, Bushiroad, Hakuhodo DY Music & Pictures, BS11, Shogakukan",Funimation,SILVER LINK.,Light novel,23 min. per ep.,R+ - Mild Nudity,1978.0
35424,"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",7.52,"Action, Historical, Supernatural",Movie,1,"Production I.G, Shochiku, Kinoshita Management",Eleven Arts,Wit Studio,Manga,1 hr.,PG-13 - Teens 13 or older,1521.0
35425,"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",7.19,"Action, Historical, Supernatural",Movie,1,"Production I.G, Shochiku, Kinoshita Management",Eleven Arts,Wit Studio,Manga,57 min.,PG-13 - Teens 13 or older,2815.0
35427,Animegataris,6.42,"Comedy, Parody, School",TV,12,"W-Toon Studio, Yomiuri TV Enterprise, DMM.futureworks, JY Animation",Funimation,WAO World,Original,23 min. per ep.,PG-13 - Teens 13 or older,6303.0
35434,Konbini Kareshi,6.3,"Slice of Life, Romance",TV,12,"VAP, Dentsu, TBS, chara-ani.com, Pierrot Plus, Being, Gzbrain, Cocoro Free, Tosho Printing",Funimation,Studio Pierrot,Original,24 min. per ep.,PG-13 - Teens 13 or older,6909.0
35466,ReLIFE: Kanketsu-hen,8.23,"Romance, School, Slice of Life",Special,4,"comico, TMS Music",Funimation,TMS Entertainment,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,284.0
35503,Shoujo☆Kageki Revue Starlight,7.62,"Music, School",TV,12,"Pony Canyon, TBS, Bushiroad, Overlap, Nelke Planning, APDREAM",Sentai Filmworks,Kinema Citrus,Original,24 min. per ep.,PG-13 - Teens 13 or older,1230.0
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.85,"Slice of Life, Psychological, Drama, School",TV,12,"Studio Hibari, Lantis, Media Factory, AT-X, Sony Music Communications, Toranoana, Kadokawa Media House, AKABEiSOFT2",Funimation,Lerche,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,734.0
35540,Slow Start,7.03,"Comedy, School, Slice of Life",TV,12,"Aniplex, Houbunsha, Kansai Telecasting, Lawson, Kinoshita Group Holdings, Drecom",Aniplex of America,CloverWorks,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,3544.0
35557,Houseki no Kuni (TV),8.41,"Action, Drama, Fantasy, Mystery, Seinen",TV,12,"Mainichi Broadcasting System, Kodansha, Movic, AT-X, TOHO animation, Tokyo MX, Q-Tec, Kyoraku Industrial Holdings, BS11",Sentai Filmworks,Orange,Manga,24 min. per ep.,PG-13 - Teens 13 or older,148.0
35589,Toji no Miko,6.83,"Action, Fantasy",TV,24,"Square Enix, Genco, Mainichi Broadcasting System, AT-X, Glovision, Kadokawa, My Theater D.D., Crunchyroll SC Anime Fund","Funimation, Crunchyroll",Studio Gokumi,Original,23 min. per ep.,PG-13 - Teens 13 or older,4304.0
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.15,"Comedy, Drama, Romance, School, Slice of Life",Movie,1,"Lantis, Pony Canyon, TBS",Sentai Filmworks,Kyoto Animation,Light novel,1 hr. 33 min.,PG-13 - Teens 13 or older,356.0
35639,Just Because!,7.29,"Slice of Life, Drama, Romance, School",TV,12,"Sotsu, AT-X, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Moonbell, INCS toenter",Sentai Filmworks,Pine Jam,Original,23 min. per ep.,PG-13 - Teens 13 or older,2380.0
35677,Liz to Aoi Tori,8.22,"Drama, Music, School",Movie,1,"Lantis, Shochiku, Pony Canyon, Rakuonsha, Bandai Namco Arts","Eleven Arts, Ponycan USA",Kyoto Animation,Novel,1 hr. 30 min.,PG-13 - Teens 13 or older,295.0
35678,Hibike! Euphonium Movie 3: Chikai no Finale,7.77,"Music, Drama, School",Movie,1,"Lantis, Shochiku, Heart Company",Eleven Arts,Kyoto Animation,Novel,1 hr. 41 min.,PG-13 - Teens 13 or older,883.0
35712,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.28,"Harem, Comedy, Romance, Ecchi, School",TV,10,"AT-X, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, Glovision, Sammy, Kadokawa Media House, Production Ace, Kadokawa",Sentai Filmworks,"Diomedéa, Studio Blanc",Web manga,23 min. per ep.,PG-13 - Teens 13 or older,6979.0
35757,Gin no Guardian II,6.61,"Adventure, Fantasy",TV,6,Haoliners Animation League,Funimation,"Emon, Blade",Web manga,24 min. per ep.,PG-13 - Teens 13 or older,5339.0
35760,Shingeki no Kyojin Season 3,8.59,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",TV,12,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),76.0
35788,Shokugeki no Souma: San no Sara,8.14,"Ecchi, School, Shounen",TV,12,"Lantis, Warner Bros. Japan, KlockWorx, Shueisha",Sentai Filmworks,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,370.0
35790,Tate no Yuusha no Nariagari,8.0,"Action, Adventure, Drama, Fantasy",TV,25,"Frontier Works, AT-X, Nippon Columbia, Glovision, Good Smile Company, Sammy, Kadokawa Media House, NTT Plala, Kadokawa, Crunchyroll SC Anime Fund",Funimation,Kinema Citrus,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,537.0
35798,Detective Conan Movie 22: Zero The Enforcer,7.8,"Action, Drama, Mystery, Police",Movie,1,"Yomiuri Telecasting, Toho, Nippon Television Network, Shogakukan",Discotek Media,TMS Entertainment,Manga,1 hr. 50 min.,PG-13 - Teens 13 or older,827.0
35835,RErideD: Tokigoe no Derrida,5.7,"Action, Sci-Fi, Drama",TV,12,"Half H.P Studio, Kadokawa",Funimation,GEEK TOYS,Original,23 min. per ep.,PG-13 - Teens 13 or older,9173.0
35838,Shoujo Shuumatsu Ryokou,8.19,"Adventure, Mystery, Sci-Fi, Slice of Life",TV,12,"AT-X, Shinchosha, Kadokawa Media House, Kadokawa",Sentai Filmworks,White Fox,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,321.0
35842,FLCL Alternative,6.58,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",Movie,1,Toho Visual Entertainment,NYAV Post,"Production I.G, Nut, Revoroot",Original,2 hr. 15 min.,PG-13 - Teens 13 or older,5470.0
35847,SSSS.Gridman,7.19,"Action, Sci-Fi, Mecha",TV,12,"Mainichi Broadcasting System, Pony Canyon, Tsuburaya Productions, KlockWorx, Ultra Super Pictures, Graphinica, Docomo Anime Store, Fields, BS11",Funimation,Trigger,Original,23 min. per ep.,PG-13 - Teens 13 or older,2804.0
35848,Promare,8.08,"Action, Mecha, Sci-Fi, Super Power",Movie,1,"Aniplex, Half H.P Studio, SANZIGEN, XFLAG, Toho Visual Entertainment, VV-ALKLINE, Deho Gallery",GKIDS,Trigger,Original,1 hr. 51 min.,PG-13 - Teens 13 or older,432.0
35849,Darling in the FranXX,7.33,"Action, Drama, Mecha, Romance, Sci-Fi",TV,24,"Aniplex, Khara, Movic, Ultra Super Pictures, Lucent Pictures Entertainment, Tokyo MX, Nagoya Broadcasting Network, Asahi Broadcasting, BS11, Lawson, ABC Animation, Rialto Entertainment",Funimation,"A-1 Pictures, Trigger, CloverWorks",Original,24 min. per ep.,PG-13 - Teens 13 or older,2210.0
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.45,"Drama, Fantasy",Movie,1,"Bandai Visual, Lantis, Rakuonsha, Showgate, Hakuhodo DY Music & Pictures, Cygames","Eleven Arts, Shout! Factory",P.A. Works,Original,1 hr. 55 min.,PG-13 - Teens 13 or older,126.0
35860,Karakai Jouzu no Takagi-san,7.77,"Slice of Life, Comedy, Romance, School, Shounen",TV,12,"TMS Entertainment, Asatsu DK, Asmik Ace, TOHO animation, JR East Marketing & Communications",Funimation,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,887.0
35883,Cinderella Girls Gekijou 2nd Season,6.65,"Slice of Life, Comedy",TV,13,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",Crunchyroll,"Gathering, Lesprit",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,5119.0
35889,Hakata Tonkotsu Ramens,7.41,"Action, Mystery",TV,12,"Sotsu, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Tokyo MX, BS11",Funimation,Satelight,Novel,23 min. per ep.,R - 17+ (violence & profanity),1864.0
35928,Devils Line,6.79,"Action, Drama, Romance, Seinen, Supernatural, Vampire",TV,12,"Kodansha, King Records",Sentai Filmworks,Platinum Vision,Manga,24 min. per ep.,R - 17+ (violence & profanity),4484.0
35964,Basilisk: Ouka Ninpouchou,5.47,"Action, Drama, Historical, Martial Arts",TV,24,"Kodansha, Glovision, King Records, Universal Entertainment",Funimation,Seven Arcs Pictures,Manga,23 min. per ep.,R - 17+ (violence & profanity),9779.0
35972,Fairy Tail: Final Series,7.55,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",TV,51,"TV Tokyo, Dentsu, Kodansha, Avex Pictures",Funimation,"A-1 Pictures, Bridge, CloverWorks",Manga,23 min. per ep.,PG-13 - Teens 13 or older,1424.0
35988,Dame x Prince Anime Caravan,6.53,"Adventure, Comedy, Romance, Fantasy",TV,12,AZ Creative,Sentai Filmworks,Studio Flad,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,5726.0
35994,Satsuriku no Tenshi,6.87,"Adventure, Horror, Psychological, Thriller",TV,16,"Lantis, AT-X, KBS, Kadokawa",Funimation,J.C.Staff,Game,23 min. per ep.,R - 17+ (violence & profanity),4149.0
36000,Sora to Umi no Aida,5.68,"Sci-Fi, Adventure, Space, Fantasy",TV,12,Half H.P Studio,Sentai Filmworks,TMS Entertainment,Game,23 min. per ep.,PG-13 - Teens 13 or older,9209.0
36023,Persona 5 the Animation,6.47,"Action, Fantasy, Supernatural",TV,26,"Aniplex, A-1 Pictures, Movic, Atlus, Sammy, Sonilude",Aniplex of America,CloverWorks,Game,24 min. per ep.,R - 17+ (violence & profanity),6035.0
36027,Ousama Game The Animation,5.0,"Mystery, Dementia, Horror, Supernatural, Drama, School",TV,12,"AT-X, Warner Music Japan, Amuse, Hakuhodo DY Music & Pictures, Futabasha, Kakao Japan, Spacey Music Entertainment, A-Craft, Tohan Corporation",Funimation,Seven,Novel,23 min. per ep.,R - 17+ (violence & profanity),10584.0
36028,Golden Kamuy,7.83,"Action, Adventure, Historical, Seinen",TV,12,"Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Funimation,Geno Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),777.0
36029,Hakyuu Houshin Engi,5.41,"Adventure, Demons, Fantasy, Shounen, Supernatural",TV,23,"NBCUniversal Entertainment Japan, i0+",Funimation,C-Station,Manga,23 min. per ep.,PG-13 - Teens 13 or older,9885.0
36037,Senran Kagura Shinovi Master: Tokyo Youma-hen,6.3,"Action, Comedy, Ecchi, School",TV,12,"Sotsu, Lantis, AT-X, Crunchyroll SC Anime Fund",Funimation,TNK,Game,23 min. per ep.,R+ - Mild Nudity,6902.0
36038,Net-juu no Susume,7.63,"Game, Comedy, Romance",ONA,10,"DAX Production, flying DOG, Sony Music Communications, Tokyo MX, comico, JR East Marketing & Communications, Crunchyroll SC Anime Fund",Funimation,Signal.MD,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,1188.0
36043,Net-juu no Susume Special,7.41,"Game, Comedy, Romance",Special,1,"comico, Crunchyroll SC Anime Fund",Funimation,Signal.MD,Web manga,24 min.,PG-13 - Teens 13 or older,1870.0
36049,Dagashi Kashi 2,6.87,"Slice of Life, Comedy, Shounen",TV,12,"Pony Canyon, TBS, Shogakukan, Lawson, Pony Canyon Enterprise",Funimation,Tezuka Productions,Manga,12 min. per ep.,PG-13 - Teens 13 or older,4144.0
36094,Hakumei to Mikochi,7.65,"Fantasy, Seinen, Slice of Life",TV,12,"Lantis, AT-X, Sony Music Communications, Kadokawa Media House, Kadokawa",Sentai Filmworks,Lerche,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1149.0
36098,Kimi no Suizou wo Tabetai,8.59,Drama,Movie,1,Aniplex,Aniplex of America,Studio VOLN,Novel,1 hr. 48 min.,PG-13 - Teens 13 or older,74.0
36108,Takunomi.,6.43,"Comedy, Slice of Life",TV,12,"Pony Canyon, TBS, Magic Capsule, Shogakukan, Lawson, RAY, U-NEXT, Nichion",Sentai Filmworks,Production IMS,Web manga,12 min. per ep.,PG-13 - Teens 13 or older,6269.0
36124,Itou Junji: Collection,6.17,"Mystery, Comedy, Horror, Demons, Psychological, Supernatural, Drama, Thriller, School",TV,12,"Nippon Columbia, Asahi Shimbun, Yomiuri TV Enterprise, Pony Canyon Enterprise, Smiral Animation, Crunchyroll SC Anime Fund, Muse Communication",Funimation,Studio Deen,Manga,24 min. per ep.,R - 17+ (violence & profanity),7495.0
36144,Garo: Vanishing Line,7.17,"Action, Demons, Supernatural, Fantasy",TV,24,Tohokushinsha Film Corporation,Funimation,MAPPA,Original,24 min. per ep.,R - 17+ (violence & profanity),2907.0
36214,Asagao to Kase-san.,7.73,"Romance, School, Shoujo Ai",OVA,1,Sotsu,Sentai Filmworks,Zexcs,Manga,58 min.,PG-13 - Teens 13 or older,955.0
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,7.52,"Comedy, Drama, Romance, School",TV,6,"Aniplex, Movic, Magic Capsule, Lawson, Music Ray'n, Kadokawa, INCS toenter, Yoshimoto Creative Agency",Aniplex of America,Lay-duce,Music,23 min. per ep.,PG-13 - Teens 13 or older,1519.0
36267,Uchuu Senkan Tiramisù,6.38,"Comedy, Mecha, Sci-Fi, Slice of Life, Space",TV,13,"Frontier Works, Nippon Columbia, Studio Mausu, Tokyo MX, Adores, Shinchosha, FuRyu, Exa International, NTT Plala, JY Animation",Funimation,Gonzo,Web manga,7 min. per ep.,PG-13 - Teens 13 or older,6537.0
36296,Hinamatsuri,8.21,"Comedy, Sci-Fi, Seinen, Slice of Life, Supernatural",TV,12,"Media Factory, Magic Capsule, Nippon Columbia, Kadokawa Media House, Akatsuki",Funimation,feel.,Manga,23 min. per ep.,PG-13 - Teens 13 or older,298.0
36308,Blade Runner: Black Out 2022,6.98,"Sci-Fi, Thriller",ONA,1,dugout,"Warner Bros. Japan, Crunchyroll",CygamesPictures,Other,15 min.,R - 17+ (violence & profanity),3708.0
36316,Shichisei no Subaru,6.13,"Action, Fantasy, Game, Sci-Fi",TV,12,"TBS, Supa Love",Sentai Filmworks,Lerche,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,7634.0
36407,Kenja no Mago,6.54,"Action, Comedy, Magic, Romance, Fantasy",TV,12,"Sotsu, Docomo Anime Store, ABC Animation, Kadokawa",Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5705.0
36432,Toaru Majutsu no Index III,6.76,"Action, Sci-Fi, Super Power, Magic",TV,26,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",Funimation,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,4619.0
36456,Boku no Hero Academia 3rd Season,8.25,"Action, Comedy, Super Power, School, Shounen",TV,25,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Funimation,Bones,Manga,23 min. per ep.,PG-13 - Teens 13 or older,261.0
36470,Tada-kun wa Koi wo Shinai,7.55,"Comedy, Romance, Slice of Life",TV,13,"Media Factory, AT-X, Docomo Anime Store, BS11",Sentai Filmworks,Doga Kobo,Original,23 min. per ep.,PG-13 - Teens 13 or older,1415.0
36474,Sword Art Online: Alicization,7.57,"Action, Game, Adventure, Romance, Fantasy",TV,24,"Aniplex, Genco, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa",Aniplex of America,A-1 Pictures,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1375.0
36475,Sword Art Online Alternative: Gun Gale Online,7.07,"Action, Fantasy, Game, Military, Sci-Fi",TV,12,"Aniplex, Egg Firm",Aniplex of America,Studio 3Hz,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3366.0
36500,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,6.53,Comedy,ONA,13,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",Crunchyroll,"Gathering, Lesprit",4-koma manga,2 min. per ep.,PG-13 - Teens 13 or older,5726.0
36510,Ulysses: Jehanne Darc to Renkin no Kishi,5.35,"Action, Fantasy",TV,12,"Lantis, Studio Mausu, Shueisha, Yomiuri TV Enterprise, Emon, DMM pictures, Crunchyroll SC Anime Fund, Bandai Namco Arts",Funimation,AXsiZ,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,10030.0
36511,Tokyo Ghoul:re,6.53,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",TV,12,"Marvelous, TC Entertainment",Funimation,"Studio Pierrot, Pierrot Plus",Manga,24 min. per ep.,R - 17+ (violence & profanity),5755.0
36515,Dies Irae: To the Ring Reincarnation,6.03,"Action, Super Power, Magic",ONA,6,"Genco, DMM pictures, Greenwood, My Theater D.D., Brave Hearts, Crunchyroll SC Anime Fund",Funimation,A.C.G.T.,Visual novel,28 min. per ep.,R - 17+ (violence & profanity),8099.0
36524,Dies Irae: Reimei,5.34,"Action, Super Power, Magic",Special,1,"Genco, DMM pictures, Greenwood, Brave Hearts, Crunchyroll SC Anime Fund",Funimation,A.C.G.T.,Visual novel,23 min.,PG-13 - Teens 13 or older,10070.0
36525,Dorei-ku The Animation,5.98,"Drama, Psychological",TV,12,"Hakuhodo DY Music & Pictures, Futabasha, Hakuhodo, Kakao Japan, Spacey Music Entertainment, A-Craft, Tohan Corporation",Sentai Filmworks,"TNK, Zero-G",Manga,24 min. per ep.,R - 17+ (violence & profanity),8289.0
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.41,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,1,Aniplex,Aniplex of America,Shuka,Manga,1 hr. 44 min.,PG-13 - Teens 13 or older,149.0
36548,Kokkoku,7.04,"Psychological, Supernatural, Drama, Mystery, Seinen",TV,12,Twin Engine,Sentai Filmworks,Geno Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),3514.0
36563,Megalo Box,7.92,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,13,"TBS, Kodansha, Bandai Namco Arts, TMS Music",VIZ Media,TMS Entertainment,Original,24 min. per ep.,R - 17+ (violence & profanity),655.0
36587,Granblue Fantasy The Animation Season 2,6.78,"Adventure, Fantasy",TV,12,"Aniplex, Cygames, dugout",Aniplex of America,MAPPA,Game,23 min. per ep.,PG-13 - Teens 13 or older,4524.0
36633,Date A Live III,7.13,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",TV,12,"Nippon Columbia, Kadokawa",Funimation,J.C.Staff,Light novel,24 min. per ep.,R - 17+ (violence & profanity),3087.0
36653,Tsurune: Kazemai Koukou Kyuudoubu,7.58,"Sports, Drama, School",TV,13,"Lantis, Pony Canyon, Rakuonsha, Bandai Namco Arts","Sentai Filmworks, Ponycan USA",Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1348.0
36655,Souten no Ken: Regenesis,5.69,"Action, Historical, Martial Arts",ONA,12,Souten no Ken,Ponycan USA,Polygon Pictures,Manga,22 min. per ep.,R - 17+ (violence & profanity),9170.0
36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.76,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,2 hr.,R - 17+ (violence & profanity),903.0
36704,Free!: Dive to the Future,7.59,"Comedy, Drama, School, Slice of Life, Sports",TV,12,Heart Company,Funimation,"Kyoto Animation, Animation Do",Original,23 min. per ep.,PG-13 - Teens 13 or older,1312.0
36726,Yuragi-sou no Yuuna-san,7.06,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",TV,12,"Aniplex, Shueisha, BS11",Aniplex of America,Xebec,Manga,23 min. per ep.,R+ - Mild Nudity,3428.0
36754,Kakuriyo no Yadomeshi,7.5,"Demons, Drama, Romance, Supernatural",TV,26,"flying DOG, Kadokawa",Funimation,Gonzo,Novel,23 min. per ep.,PG-13 - Teens 13 or older,1588.0
36793,3D Kanojo: Real Girl,6.78,"Romance, School, Shoujo",TV,12,"Nippon Television Network, DeNA",Sentai Filmworks,Hoods Entertainment,Manga,22 min. per ep.,PG-13 - Teens 13 or older,4511.0
36828,Caligula (TV),6.03,"Action, Sci-Fi",TV,12,"Pony Canyon, FuRyu","Discotek Media, Ponycan USA",Satelight,Game,23 min. per ep.,PG-13 - Teens 13 or older,8093.0
36847,Nanatsu no Bitoku,5.21,"Ecchi, Fantasy",TV,10,Hobby Japan,Sentai Filmworks,Bridge,Other,5 min. per ep.,R+ - Mild Nudity,10302.0
36882,Arifureta Shokugyou de Sekai Saikyou,6.52,"Action, Adventure, Fantasy, Harem",TV,13,"AT-X, Sony Music Communications, Bushiroad, Toranoana, Hakuhodo DY Music & Pictures, Overlap, FuRyu, Bandai Namco Arts",Funimation,"Asread, White Fox",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5759.0
36896,Boku no Hero Academia the Movie 1: Futari no Hero,7.7,"Action, Shounen, Super Power",Movie,1,"TOHO animation, Shueisha",Funimation,Bones,Manga,1 hr. 36 min.,PG-13 - Teens 13 or older,1017.0
36903,Kengan Ashura,7.47,"Action, Martial Arts",ONA,12,"Nihon Ad Systems, Mainichi Broadcasting System, Pony Canyon, Shogakukan, KLab, Netflix, MAGNET",Ponycan USA,Larx Entertainment,Web manga,23 min. per ep.,R - 17+ (violence & profanity),1686.0
